DurationMonth,CreditAmount,Age,ResidenceSince,StatusAccount,CreditHistory,Purpose,SavingsAccount,EmploymentSince,StatusAndSex,Guarantors,Property,InstallmentPlans,Housing,Job,Telephone,ForeignWorker,Customer,NCredits,NPeopleMain,InstallmentRate,index
18,9483,45,2.0,A14, A34, A43, A62, A73, A93, A101, A122, A143, A152, A173, A191, A201,1,2.0,1,3,5673
48,4792,52,4.0,A11, A32, A41, A61, A75, A93, A101, A123, A143, A153, A173, A192, A201,1,1.0,1,4,5674
6,1470,25,2.0,A14, A32, A43, A61, A73, A92, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,1,5675
12,2033,34,4.0,A11, A32, A41, A61, A74, A93, A101, A123, A142, A152, A172, A191, A201,1,2.0,2,4,5676
15,2847,29,2.0,A14, A32, A42, A63, A75, A93, A101, A121, A142, A152, A173, A191, A201,1,1.0,1,3,5677
36,707,44,2.0,A14, A32, A43, A65, A75, A93, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,4,5678
27,1827,48,3.0,A11, A31, A46, A65, A75, A93, A101, A124, A143, A152, A173, A191, A201,1,3.0,2,2,5679
6,1271,36,4.0,A14, A34, A43, A61, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,5680
8,958,64,4.0,A12, A34, A43, A61, A75, A93, A101, A124, A143, A152, A173, A191, A201,1,1.0,1,2,5681
7,698,25,4.0,A11, A34, A43, A61, A72, A93, A101, A122, A143, A152, A173, A191, A201,1,2.0,1,4,5682
25,964,22,2.0,A11, A32, A40, A61, A72, A92, A101, A123, A143, A151, A173, A192, A201,2,1.0,1,4,5683
12,2753,47,4.0,A14, A34, A41, A61, A75, A93, A101, A123, A143, A152, A172, A192, A201,1,2.0,2,3,5684
28,5467,26,4.0,A14, A34, A49, A64, A73, A93, A101, A122, A142, A152, A173, A191, A201,1,2.0,1,4,5685
18,5174,26,2.0,A12, A33, A49, A62, A73, A93, A101, A122, A142, A152, A173, A191, A201,2,2.0,1,2,5686
17,1894,30,1.0,A12, A34, A40, A61, A72, A93, A101, A123, A143, A152, A173, A191, A201,1,2.0,2,1,5687
6,3571,34,2.0,A14, A32, A43, A61, A73, A93, A101, A122, A143, A152, A174, A192, A201,1,1.0,1,3,5688
24,3941,24,2.0,A14, A32, A40, A62, A72, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,3,5689
12,1353,26,2.0,A14, A32, A42, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,2.0,1,3,5690
46,3595,44,4.0,A12, A32, A43, A65, A74, A92, A101, A123, A141, A152, A174, A192, A201,1,1.0,1,4,5691
36,1400,25,3.0,A14, A34, A40, A61, A74, A93, A101, A123, A143, A152, A173, A192, A201,1,2.0,1,2,5692
10,1549,29,2.0,A14, A34, A45, A64, A73, A94, A101, A122, A142, A152, A173, A191, A201,1,2.0,1,3,5693
18,4661,29,4.0,A14, A32, A49, A61, A73, A93, A101, A124, A143, A153, A173, A192, A201,1,1.0,1,2,5694
6,736,36,2.0,A11, A32, A40, A61, A72, A93, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,1,5695
60,4349,30,2.0,A12, A32, A43, A61, A72, A94, A101, A123, A143, A152, A173, A192, A201,2,1.0,1,4,5696
36,5003,23,2.0,A14, A34, A43, A63, A73, A93, A101, A121, A142, A152, A173, A191, A201,1,1.0,1,3,5697
18,3897,24,2.0,A11, A34, A43, A65, A73, A93, A101, A123, A143, A152, A173, A192, A201,1,2.0,1,3,5698
6,792,39,1.0,A14, A34, A43, A61, A73, A93, A103, A121, A143, A152, A172, A191, A201,1,1.0,2,4,5699
23,772,28,1.0,A12, A32, A43, A65, A73, A92, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,5700
9,2284,29,4.0,A14, A32, A42, A61, A74, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,2,5701
27,7711,44,3.0,A12, A32, A42, A61, A74, A92, A102, A121, A143, A152, A173, A191, A201,2,1.0,1,2,5702
6,11484,60,4.0,A12, A32, A41, A61, A74, A93, A101, A123, A143, A152, A172, A191, A201,1,2.0,2,1,5703
24,3656,23,1.0,A14, A32, A40, A61, A72, A93, A101, A122, A143, A152, A173, A191, A201,1,2.0,1,4,5704
6,686,22,2.0,A14, A32, A40, A65, A73, A92, A101, A123, A143, A152, A173, A191, A201,2,2.0,1,4,5705
36,4800,45,2.0,A12, A32, A40, A61, A71, A93, A101, A122, A143, A152, A172, A191, A201,2,1.0,1,4,5706
8,3908,30,2.0,A11, A31, A46, A61, A73, A93, A101, A124, A143, A152, A173, A191, A201,2,1.0,2,2,5707
4,485,55,4.0,A12, A32, A49, A61, A75, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,3,5708
6,3886,24,4.0,A11, A34, A46, A61, A71, A93, A101, A124, A143, A153, A173, A192, A201,1,1.0,2,2,5709
12,652,59,4.0,A14, A34, A46, A61, A75, A93, A101, A124, A143, A153, A173, A191, A201,1,2.0,1,4,5710
12,1533,23,4.0,A12, A32, A43, A61, A75, A92, A101, A123, A143, A151, A173, A191, A201,1,1.0,1,2,5711
12,4189,26,4.0,A12, A32, A43, A61, A74, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,2,1,5712
12,7884,32,2.0,A12, A32, A42, A61, A73, A93, A101, A121, A143, A152, A173, A191, A201,2,1.0,1,3,5713
9,904,30,1.0,A14, A32, A43, A61, A72, A94, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,5714
15,582,22,2.0,A12, A32, A43, A65, A73, A92, A101, A122, A143, A151, A173, A191, A201,2,1.0,1,2,5715
48,6337,25,2.0,A14, A34, A49, A61, A73, A93, A101, A123, A142, A152, A173, A191, A201,1,2.0,1,2,5716
18,1026,30,2.0,A11, A32, A43, A61, A73, A92, A103, A122, A143, A152, A173, A191, A201,1,1.0,2,4,5717
15,1154,30,4.0,A11, A34, A40, A64, A75, A93, A101, A122, A141, A152, A173, A191, A201,1,2.0,1,3,5718
5,648,41,4.0,A11, A32, A40, A65, A73, A93, A101, A122, A143, A152, A172, A191, A201,1,1.0,1,4,5719
24,1812,35,1.0,A11, A32, A43, A61, A74, A93, A102, A122, A141, A152, A173, A191, A201,1,1.0,1,4,5720
48,1289,47,3.0,A14, A32, A40, A61, A73, A93, A101, A123, A143, A152, A174, A192, A201,1,1.0,1,4,5721
6,801,29,4.0,A11, A32, A40, A65, A75, A92, A101, A121, A143, A152, A173, A191, A201,1,1.0,2,1,5722
12,968,48,4.0,A12, A33, A49, A65, A75, A93, A101, A122, A143, A152, A173, A191, A201,1,2.0,1,4,5723
4,718,19,2.0,A14, A32, A42, A61, A73, A92, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,2,5724
18,1980,31,2.0,A14, A32, A43, A61, A75, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,5725
48,1344,35,2.0,A12, A32, A43, A65, A73, A93, A101, A123, A143, A152, A173, A192, A201,2,1.0,1,4,5726
9,3096,19,4.0,A11, A32, A40, A61, A73, A92, A101, A123, A143, A151, A173, A191, A201,1,1.0,1,1,5727
6,2705,39,1.0,A14, A32, A42, A61, A74, A93, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,3,5728
41,3244,21,3.0,A12, A32, A43, A65, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,4,5729
30,2867,25,1.0,A12, A32, A49, A62, A74, A92, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,5730
4,421,19,4.0,A12, A32, A43, A61, A73, A93, A101, A123, A143, A151, A173, A191, A201,1,1.0,1,3,5731
45,4731,35,3.0,A11, A32, A43, A61, A74, A92, A103, A121, A143, A151, A173, A191, A201,1,1.0,1,4,5732
24,800,25,2.0,A14, A32, A43, A63, A75, A93, A101, A123, A142, A152, A173, A192, A201,1,1.0,1,4,5733
60,1786,29,4.0,A11, A32, A40, A61, A72, A92, A101, A123, A143, A151, A173, A191, A201,2,1.0,1,4,5734
24,2878,34,2.0,A14, A32, A43, A61, A73, A93, A101, A122, A143, A151, A174, A192, A201,1,1.0,1,4,5735
4,5349,28,2.0,A14, A32, A40, A61, A73, A93, A101, A121, A143, A152, A173, A191, A202,1,1.0,2,3,5736
24,1766,30,2.0,A11, A31, A40, A61, A75, A93, A101, A124, A143, A153, A174, A191, A201,1,2.0,2,4,5737
36,284,19,4.0,A14, A32, A43, A61, A72, A93, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,4,5738
24,811,51,3.0,A14, A34, A40, A61, A73, A94, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,3,5739
24,3254,26,4.0,A12, A31, A41, A63, A73, A94, A101, A123, A141, A151, A173, A191, A201,1,1.0,1,4,5740
10,1865,45,3.0,A11, A31, A40, A61, A73, A92, A101, A123, A143, A151, A172, A192, A202,1,1.0,2,1,5741
12,763,28,2.0,A11, A34, A43, A65, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,2.0,1,4,5742
48,7065,35,4.0,A14, A34, A46, A61, A75, A92, A101, A123, A143, A151, A173, A192, A201,2,2.0,1,4,5743
9,2003,48,4.0,A11, A32, A40, A61, A73, A93, A101, A123, A143, A151, A172, A191, A201,1,1.0,1,3,5744
8,1105,26,2.0,A14, A32, A40, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,2,5745
27,5046,19,2.0,A14, A32, A43, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,5746
4,250,21,2.0,A14, A34, A43, A61, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,4,5747
5,257,30,4.0,A14, A34, A46, A61, A75, A92, A101, A124, A143, A153, A173, A191, A201,1,2.0,1,4,5748
24,4173,23,2.0,A14, A34, A42, A61, A73, A92, A103, A122, A143, A152, A173, A192, A201,1,2.0,1,4,5749
6,1005,30,4.0,A12, A32, A40, A61, A73, A94, A101, A121, A143, A152, A172, A191, A201,1,1.0,1,3,5750
5,252,23,4.0,A14, A32, A43, A61, A73, A92, A101, A123, A143, A152, A172, A191, A201,1,1.0,1,3,5751
5,2138,37,1.0,A14, A32, A43, A61, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,3,5752
24,266,41,4.0,A14, A34, A46, A61, A75, A93, A101, A124, A143, A153, A173, A192, A201,1,2.0,1,4,5753
6,3338,47,2.0,A14, A32, A43, A61, A73, A93, A101, A123, A143, A152, A172, A191, A201,1,1.0,1,3,5754
6,632,20,2.0,A11, A32, A42, A61, A73, A93, A101, A123, A143, A151, A173, A191, A201,1,1.0,1,4,5755
17,3658,22,1.0,A12, A32, A43, A61, A74, A93, A103, A122, A143, A152, A173, A191, A201,1,1.0,1,1,5756
18,2352,33,4.0,A12, A34, A43, A65, A73, A92, A101, A121, A143, A152, A172, A192, A201,1,1.0,1,2,5757
12,2029,27,1.0,A12, A32, A43, A61, A73, A93, A101, A121, A142, A152, A173, A191, A201,2,1.0,1,2,5758
10,869,37,4.0,A14, A32, A43, A61, A73, A93, A101, A121, A143, A152, A172, A191, A201,1,2.0,1,3,5759
24,1352,24,1.0,A14, A32, A43, A61, A73, A92, A103, A121, A143, A152, A173, A191, A201,1,1.0,1,4,5760
4,870,62,4.0,A11, A32, A46, A61, A75, A93, A101, A123, A143, A151, A173, A191, A201,1,1.0,1,4,5761
36,1136,23,2.0,A14, A34, A40, A64, A73, A93, A101, A121, A141, A152, A173, A192, A201,1,1.0,1,4,5762
24,1020,26,1.0,A11, A32, A42, A61, A73, A93, A101, A123, A143, A152, A173, A192, A201,2,1.0,1,2,5763
15,1468,41,4.0,A11, A32, A40, A61, A73, A93, A102, A122, A143, A152, A173, A192, A201,1,1.0,1,2,5764
4,6195,23,2.0,A14, A32, A42, A61, A74, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,3,5765
15,8974,32,4.0,A14, A34, A41, A65, A74, A93, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,3,5766
18,1743,33,2.0,A14, A34, A43, A63, A73, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,2,4,5767
10,2087,22,2.0,A14, A32, A42, A65, A74, A92, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,2,5768
12,527,24,4.0,A12, A32, A43, A61, A73, A94, A101, A121, A143, A152, A172, A191, A201,1,1.0,1,2,5769
6,1556,26,2.0,A12, A32, A40, A61, A71, A93, A101, A122, A143, A152, A174, A192, A201,2,1.0,1,1,5770
14,1240,30,2.0,A14, A32, A43, A65, A75, A93, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,4,5771
36,7831,39,4.0,A12, A32, A43, A62, A74, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,2,2,5772
12,3544,34,3.0,A11, A34, A43, A61, A74, A93, A101, A123, A143, A152, A172, A191, A201,1,2.0,1,3,5773
12,668,60,4.0,A11, A31, A46, A61, A75, A93, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,5774
8,677,19,4.0,A11, A32, A42, A61, A73, A92, A101, A123, A143, A151, A173, A191, A201,1,1.0,1,4,5775
6,1110,26,4.0,A12, A32, A41, A61, A73, A92, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,3,5776
24,1495,32,4.0,A11, A34, A46, A61, A75, A93, A101, A124, A143, A153, A173, A192, A201,1,2.0,1,4,5777
18,415,44,2.0,A14, A32, A40, A65, A75, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,5778
55,11648,21,3.0,A12, A32, A49, A62, A74, A93, A101, A124, A143, A152, A173, A192, A201,1,1.0,1,3,5779
24,2041,29,4.0,A11, A32, A43, A61, A75, A93, A101, A124, A143, A153, A173, A191, A201,1,1.0,1,4,5780
6,2812,30,2.0,A14, A31, A46, A61, A71, A93, A101, A124, A143, A152, A171, A191, A201,2,1.0,1,2,5781
48,7353,23,2.0,A14, A32, A42, A61, A73, A93, A101, A123, A143, A152, A174, A192, A201,1,1.0,1,3,5782
12,3440,20,2.0,A14, A32, A43, A63, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,5783
10,2635,27,2.0,A11, A32, A40, A61, A73, A93, A103, A121, A143, A152, A172, A191, A201,1,1.0,2,3,5784
24,1507,26,4.0,A14, A32, A43, A63, A72, A92, A101, A123, A141, A152, A173, A191, A201,1,1.0,1,3,5785
36,1676,32,3.0,A11, A32, A43, A63, A75, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,5786
47,984,47,4.0,A12, A32, A43, A63, A75, A93, A101, A123, A143, A152, A173, A192, A201,2,1.0,1,3,5787
6,1190,43,2.0,A14, A32, A42, A61, A71, A93, A101, A122, A143, A152, A174, A192, A201,1,1.0,1,4,5788
24,1260,40,3.0,A11, A34, A40, A61, A75, A93, A101, A122, A143, A152, A174, A192, A201,1,2.0,1,3,5789
6,1339,24,4.0,A11, A32, A40, A61, A72, A92, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,3,5790
48,9898,25,2.0,A12, A34, A42, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,2,5791
24,5898,30,4.0,A14, A34, A41, A64, A75, A92, A101, A122, A143, A152, A174, A192, A201,1,2.0,1,1,5792
9,2561,25,4.0,A14, A34, A43, A62, A74, A92, A101, A122, A143, A152, A174, A192, A201,1,1.0,1,2,5793
37,1403,26,4.0,A12, A34, A43, A65, A72, A93, A101, A121, A143, A151, A173, A191, A201,1,2.0,1,4,5794
24,4812,45,3.0,A14, A32, A40, A61, A72, A93, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,4,5795
48,2644,40,1.0,A14, A32, A43, A61, A75, A92, A101, A123, A141, A152, A173, A192, A201,1,1.0,1,2,5796
15,973,36,4.0,A11, A34, A40, A64, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,4,5797
12,2743,27,4.0,A12, A32, A46, A65, A75, A92, A101, A123, A142, A152, A174, A192, A201,2,3.0,2,4,5798
18,2207,35,1.0,A14, A32, A46, A61, A71, A93, A101, A122, A143, A153, A174, A192, A201,1,1.0,1,4,5799
7,7863,31,2.0,A14, A32, A49, A61, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,2.0,2,1,5800
36,640,35,2.0,A14, A32, A40, A63, A75, A93, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,4,5801
4,1142,65,4.0,A12, A32, A43, A61, A74, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,2,4,5802
20,2467,37,2.0,A12, A32, A43, A61, A72, A93, A101, A122, A143, A152, A173, A191, A201,1,2.0,1,4,5803
18,7579,23,4.0,A11, A32, A42, A61, A74, A92, A101, A122, A141, A152, A173, A192, A201,1,1.0,1,2,5804
36,2565,42,3.0,A12, A32, A42, A61, A73, A94, A101, A122, A143, A152, A173, A191, A201,2,1.0,1,4,5805
18,4039,27,4.0,A14, A34, A41, A65, A74, A92, A101, A124, A141, A152, A173, A192, A201,1,2.0,1,2,5806
12,6329,35,2.0,A14, A32, A40, A61, A74, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,3,5807
12,4022,23,2.0,A11, A32, A40, A61, A73, A92, A101, A121, A143, A152, A173, A192, A201,1,2.0,1,4,5808
7,1913,31,4.0,A14, A34, A42, A61, A75, A92, A101, A124, A143, A151, A173, A191, A201,1,2.0,1,2,5809
42,6294,29,4.0,A12, A33, A49, A61, A73, A93, A101, A123, A142, A152, A173, A191, A201,2,2.0,1,4,5810
18,3612,32,2.0,A14, A32, A49, A61, A73, A93, A101, A121, A143, A152, A173, A192, A201,1,1.0,2,1,5811
30,1351,22,2.0,A11, A32, A40, A61, A72, A92, A101, A123, A143, A151, A173, A191, A201,1,1.0,1,4,5812
6,7709,27,1.0,A11, A34, A40, A61, A73, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,1,5813
6,1580,30,4.0,A12, A32, A42, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,5814
10,1268,35,3.0,A11, A34, A43, A61, A74, A94, A101, A121, A142, A152, A173, A191, A201,1,1.0,1,3,5815
5,380,23,4.0,A11, A34, A43, A61, A72, A93, A101, A121, A143, A152, A172, A191, A201,1,2.0,1,1,5816
8,684,26,2.0,A12, A32, A43, A61, A73, A94, A103, A122, A143, A152, A172, A191, A201,1,1.0,1,4,5817
28,7535,31,4.0,A14, A32, A43, A61, A73, A93, A101, A123, A143, A152, A172, A191, A201,1,2.0,1,3,5818
6,1540,63,2.0,A14, A32, A43, A61, A73, A93, A101, A122, A141, A152, A173, A191, A201,1,1.0,1,3,5819
10,531,27,4.0,A14, A32, A43, A63, A73, A93, A101, A123, A143, A152, A172, A192, A201,1,1.0,1,4,5820
6,1051,22,2.0,A12, A34, A43, A65, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,1,5821
6,1114,23,1.0,A14, A32, A42, A61, A73, A92, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,5822
15,2842,25,2.0,A14, A32, A40, A61, A73, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,1,5823
12,1829,46,1.0,A11, A32, A46, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,5824
9,1208,27,4.0,A14, A34, A42, A64, A73, A92, A101, A121, A143, A152, A173, A192, A201,1,2.0,1,3,5825
24,1493,23,4.0,A12, A32, A43, A65, A74, A93, A101, A121, A143, A152, A173, A192, A201,1,1.0,1,2,5826
6,866,29,1.0,A14, A32, A43, A61, A72, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,5827
12,2674,24,4.0,A14, A32, A43, A65, A74, A93, A101, A122, A143, A152, A174, A192, A201,1,2.0,2,3,5828
7,3319,27,4.0,A14, A32, A42, A61, A73, A92, A101, A122, A143, A151, A173, A192, A201,1,1.0,1,2,5829
12,726,39,3.0,A11, A32, A40, A61, A72, A93, A101, A123, A143, A151, A173, A192, A201,1,1.0,1,4,5830
10,1315,32,2.0,A12, A32, A43, A61, A73, A93, A103, A121, A143, A152, A173, A191, A201,1,1.0,1,1,5831
21,3086,30,4.0,A12, A34, A42, A61, A75, A94, A101, A123, A143, A151, A173, A192, A201,1,1.0,1,2,5832
9,3609,31,2.0,A12, A34, A42, A61, A72, A92, A101, A122, A143, A152, A173, A191, A201,1,2.0,1,1,5833
60,3929,29,2.0,A14, A32, A43, A63, A75, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,4,5834
12,2456,24,3.0,A14, A32, A43, A61, A73, A92, A101, A121, A143, A151, A173, A191, A201,1,1.0,1,2,5835
20,2755,27,2.0,A12, A34, A42, A65, A75, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,5836
21,3592,27,2.0,A12, A33, A49, A64, A71, A93, A101, A122, A142, A152, A174, A192, A201,2,2.0,1,4,5837
9,663,23,4.0,A14, A34, A42, A61, A75, A93, A101, A123, A143, A152, A173, A192, A201,1,2.0,1,4,5838
6,1343,32,4.0,A11, A32, A46, A65, A75, A93, A101, A124, A143, A152, A173, A191, A201,1,1.0,1,4,5839
24,4060,30,2.0,A12, A33, A40, A62, A72, A92, A101, A124, A143, A151, A173, A192, A201,2,1.0,1,4,5840
48,718,34,2.0,A14, A32, A43, A61, A74, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,2,2,5841
7,798,37,1.0,A12, A32, A43, A61, A73, A92, A103, A122, A143, A152, A173, A192, A201,1,1.0,1,3,5842
25,1490,33,4.0,A12, A33, A49, A64, A73, A93, A101, A121, A142, A152, A173, A191, A201,1,3.0,1,4,5843
36,3746,21,4.0,A11, A32, A43, A61, A72, A92, A101, A123, A143, A151, A173, A191, A201,1,1.0,1,4,5844
24,3940,31,4.0,A14, A32, A49, A61, A73, A93, A101, A124, A142, A152, A173, A191, A201,2,3.0,2,2,5845
18,1804,47,4.0,A14, A32, A49, A61, A74, A93, A101, A123, A142, A152, A173, A192, A201,1,2.0,1,3,5846
24,1513,47,4.0,A11, A32, A46, A61, A75, A93, A101, A124, A143, A153, A173, A191, A201,2,1.0,1,4,5847
6,1727,60,4.0,A14, A32, A46, A61, A75, A93, A101, A124, A143, A153, A174, A191, A201,1,1.0,1,4,5848
24,2721,27,4.0,A14, A34, A46, A64, A75, A93, A101, A124, A143, A152, A173, A192, A201,1,2.0,1,4,5849
9,1135,30,1.0,A14, A34, A43, A61, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,2.0,1,4,5850
6,454,30,4.0,A14, A32, A43, A61, A75, A93, A101, A121, A143, A152, A172, A191, A201,1,1.0,2,4,5851
30,4419,26,4.0,A12, A33, A49, A64, A75, A92, A101, A121, A142, A152, A173, A191, A201,1,2.0,1,4,5852
60,7990,26,3.0,A12, A32, A43, A61, A74, A93, A103, A122, A143, A152, A173, A191, A201,1,1.0,1,2,5853
18,1504,40,4.0,A14, A34, A43, A65, A75, A93, A101, A121, A143, A152, A173, A192, A201,1,2.0,1,4,5854
48,12592,23,2.0,A14, A34, A40, A61, A73, A93, A101, A121, A143, A152, A172, A191, A201,1,1.0,2,1,5855
6,2354,35,3.0,A11, A34, A40, A61, A74, A93, A102, A121, A143, A152, A173, A191, A201,1,2.0,2,2,5856
6,927,25,2.0,A14, A34, A42, A61, A73, A92, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,4,5857
46,9194,33,3.0,A12, A32, A41, A61, A75, A92, A101, A123, A141, A152, A174, A192, A201,1,1.0,1,1,5858
12,1104,28,1.0,A14, A34, A43, A61, A73, A92, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,5859
6,1052,59,4.0,A12, A32, A46, A61, A73, A92, A101, A124, A143, A153, A172, A191, A201,1,1.0,1,3,5860
9,6394,35,4.0,A14, A32, A46, A61, A71, A93, A101, A122, A143, A153, A174, A191, A201,2,1.0,1,4,5861
15,2658,27,2.0,A14, A32, A43, A61, A71, A93, A101, A123, A143, A152, A174, A192, A201,1,1.0,1,4,5862
30,1000,27,2.0,A11, A32, A43, A61, A74, A93, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,5863
6,411,66,4.0,A11, A34, A43, A61, A73, A93, A101, A122, A143, A152, A173, A191, A201,1,2.0,1,4,5864
60,2203,27,2.0,A14, A32, A43, A61, A73, A94, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,4,5865
30,4109,35,4.0,A11, A34, A46, A61, A75, A93, A101, A124, A143, A153, A173, A192, A201,1,1.0,1,4,5866
6,2057,68,2.0,A14, A32, A42, A61, A73, A93, A101, A122, A143, A152, A172, A191, A201,1,1.0,2,1,5867
4,636,44,2.0,A11, A32, A40, A61, A74, A93, A101, A121, A143, A151, A173, A191, A202,1,1.0,2,2,5868
48,7271,23,1.0,A11, A32, A42, A61, A74, A93, A101, A121, A143, A152, A173, A192, A201,1,1.0,1,2,5869
9,1481,19,2.0,A14, A32, A42, A61, A73, A92, A101, A121, A143, A151, A172, A192, A201,1,1.0,1,4,5870
27,2299,19,1.0,A12, A32, A43, A61, A72, A92, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,5871
36,1290,23,2.0,A12, A32, A46, A65, A73, A93, A103, A122, A143, A152, A173, A192, A201,1,1.0,1,4,5872
5,829,28,4.0,A14, A34, A41, A65, A75, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,4,5873
6,1358,19,4.0,A14, A32, A42, A61, A73, A92, A101, A123, A143, A151, A173, A191, A201,2,1.0,1,4,5874
6,6329,26,2.0,A14, A32, A43, A61, A72, A92, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,3,5875
27,5135,33,2.0,A12, A32, A42, A61, A73, A93, A103, A122, A143, A152, A173, A191, A201,2,1.0,1,4,5876
6,2488,38,4.0,A11, A34, A41, A61, A74, A93, A101, A123, A143, A152, A174, A192, A201,2,1.0,1,4,5877
15,1319,43,4.0,A14, A32, A46, A61, A75, A93, A101, A124, A143, A152, A173, A192, A201,1,1.0,1,4,5878
24,1640,29,4.0,A11, A32, A43, A61, A74, A92, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,1,5879
6,1103,30,4.0,A11, A34, A46, A61, A75, A93, A101, A124, A143, A153, A173, A191, A201,1,2.0,2,4,5880
22,2935,29,2.0,A12, A32, A43, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,5881
36,696,71,2.0,A11, A31, A43, A61, A73, A93, A101, A121, A143, A152, A172, A191, A201,1,1.0,2,3,5882
6,1003,54,4.0,A11, A32, A42, A61, A75, A93, A101, A122, A143, A152, A173, A191, A201,1,2.0,1,2,5883
12,1990,26,1.0,A12, A34, A40, A61, A73, A92, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,2,5884
48,9879,45,4.0,A14, A32, A46, A62, A73, A93, A101, A124, A143, A153, A173, A192, A201,1,1.0,1,2,5885
17,957,21,2.0,A14, A32, A43, A61, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,3,5886
12,686,23,4.0,A14, A32, A40, A61, A72, A92, A101, A123, A143, A151, A172, A191, A201,1,1.0,1,3,5887
10,1020,35,1.0,A11, A34, A40, A61, A74, A92, A103, A122, A143, A152, A173, A191, A201,1,1.0,1,4,5888
6,279,62,4.0,A11, A34, A46, A61, A75, A93, A101, A124, A143, A152, A173, A191, A201,1,2.0,2,4,5889
21,1538,30,2.0,A14, A32, A42, A61, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,5890
12,2177,32,4.0,A11, A32, A42, A61, A73, A93, A101, A122, A143, A151, A172, A191, A201,1,1.0,1,2,5891
30,3419,20,2.0,A12, A32, A41, A65, A73, A92, A101, A122, A143, A151, A173, A192, A201,1,1.0,1,1,5892
